Name,Gene_ID,GenomeBuild,Chr,Accession
cg21350283,87,36,14,NM_001102.2
cg21351102,10627,36,18,NM_006471.2
cg21351994,2016,36,2,NM_004097.1
cg21353232,23544,36,22,NM_021115.3
cg21355508,8241,36,X,NM_005676.3
cg21358381,5539,36,17,NM_002722.2
cg21359747,220,36,15,NM_000693.1
cg21360828,1058,36,2,NM_001809.2
cg21361470,112609,36,6,NM_138409.1
cg21363706,9,36,8,NM_000662.4
cg21363943,10262,36,1,NM_005850.3
cg21364150,142679,36,2,NM_080876.2
cg21365235,4952,36,X,NM_001587.3
cg21365602,115361,36,1,NM_052941.2
cg21366535,83861,36,6,NM_031924.3
cg21366834,1233,36,3,NM_005508.4
cg21367040,23585,36,1,NM_014313.2
cg21367957,2159,36,13,NM_000504.2
cg21368354,55739,36,13,NM_018210.1
cg21369679,10294,36,16,NM_005880.2
cg21369988,65981,36,12,NM_032156.2
cg21370143,4607,36,11,NM_000256.2
cg21371335,7266,36,17,NM_003315.1
cg21372397,23119,36,22,NM_015094.1
cg21372914,10332,36,19,NM_014257.3
cg21373526,27314,36,11,NM_014488.3
cg21374864,1861,36,9,NM_000113.2
cg21375825,3938,36,2,NM_002299.2
cg21376883,88,36,1,NM_001103.1
cg21377793,10099,36,15,NM_005724.4
cg21378047,8971,36,3,NM_006026.2
cg21378206,26525,36,2,NM_012275.2
cg21379008,57198,36,1,NM_001005855.1
cg21379309,171546,36,14,NM_138288.2
cg21379816,6723,36,1,NM_003132.2
cg21380294,54993,36,15,NM_001007072.1
cg21380842,3763,36,21,NM_002240.2
cg21383720,23196,36,9,NM_014612.3
cg21387281,11054,36,20,NM_007346.2
cg21387302,5991,36,9,NM_002919.2
cg21388029,200407,36,2,NM_153836.1
cg21389013,5496,36,2,NM_177983.1
cg21389884,5818,36,11,NM_203285.1
cg21391660,3993,36,17,NM_004524.2
cg21395782,51079,36,19,NM_015965.3
cg21395967,54885,36,X,NM_017752.2
cg21396405,4097,36,17,NM_032711.2
cg21399079,11250,36,2,NM_007227.3
cg21399198,222235,36,7,NM_145032.2
cg21400640,7114,36,X,NM_021109.2
cg21400896,51225,36,17,NM_016428.2
cg21401794,84230,36,1,NM_032270.2
cg21402035,8484,36,22,NM_003614.1
cg21402071,1143,36,15,NM_000750.2
cg21404906,7520,36,2,NM_021141.2
cg21405195,23089,36,7,NT_007933.14
cg21406461,3428,36,1,NM_005531.1
cg21407055,417,36,11,NM_004314.1
cg21407839,1859,36,21,NM_101395.1
cg21409722,8165,36,17,NM_003488.2
cg21409833,27329,36,1,NM_014495.2
cg21410991,3670,36,5,NM_002202.1
cg21412748,9873,36,11,NM_014824.1
cg21413009,23604,36,15,NM_014326.3
cg21413251,8395,36,9,NM_003558.1
cg21414251,26529,36,6,NM_013936.2
cg21415080,8815,36,11,NM_003860.2
cg21415604,721,36,6,NM_000592.4
cg21415698,23086,36,11,NM_015065.1
cg21416022,64927,36,15,NM_022905.3
cg21416237,60681,36,17,NM_021939.2
cg21416602,11319,36,10,NM_007265.1
cg21417204,,,,
cg21418052,145173,36,13,NM_194318.2
cg21418076,56413,36,14,NM_019839.1
cg21419475,1967,36,12,NM_001414.2
cg21420531,8884,36,2,NM_021095.1
cg21421501,2495,36,11,NM_002032.2
cg21421701,55509,36,1,NM_018664.1
cg21422208,91869,36,3,NM_052859.2
cg21422622,27352,36,22,NM_015705.4
cg21424904,2870,36,5,NM_002082.2
cg21426387,8303,36,16,NM_003498.3
cg21428681,4824,36,8,NM_006167.2
cg21429500,51056,36,4,NM_015907.2
cg21430666,8290,36,1,NM_003493.2
cg21431091,252839,36,1,NM_016456.2
cg21431536,122042,36,13,NM_130806.2
cg21432513,55743,36,12,NT_024477.13
cg21432842,1440,36,17,NM_000759.2
cg21432954,7223,36,13,NM_016179.1
cg21433933,134549,36,5,NM_133456.1
cg21434440,23607,36,6,NM_012120.1
cg21434954,353132,36,1,NM_178349.1
cg21435336,126549,36,19,NM_152363.2
cg21435394,256281,36,14,NM_177533.2
cg21438018,4438,36,1,NM_002440.2
cg21439450,5432,36,16,NM_032940.1
cg21440587,199,36,6,NM_032955.1
cg21443261,23087,36,8,NM_171982.2
cg21443584,51562,36,14,NM_016586.1
cg21448423,26027,36,1,NM_015547.2
cg21449655,842,36,1,NM_001229.2
cg21449843,63905,36,20,NM_022077.3
cg21450627,23550,36,2,NM_012455.2
cg21451553,4858,36,19,NM_002516.1
cg21452443,4836,36,17,NM_021079.3
cg21452766,1491,36,1,NM_001902.4
cg21453309,144347,36,12,NM_181709.2
cg21453677,3006,36,6,NM_005319.3
cg21457147,386618,36,13,NM_198404.1
cg21457804,158852,36,X,NM_152582.3
cg21458041,7142,36,16,NM_005425.4
cg21458116,26088,36,22,NM_013365.3
cg21458907,8618,36,3,NM_183393.1
cg21459710,11140,36,19,NM_007065.3
cg21459867,3425,36,4,NM_000203.2
cg21459921,11047,36,20,NM_007002.2
cg21460081,3214,36,17,NM_024015.3
cg21460582,1464,36,15,NM_001897.3
cg21461100,4858,36,19,NM_002516.1
cg21462299,51442,36,X,NM_016267.2
cg21463023,51188,36,3,NM_016305.1
cg21465754,5888,36,15,NM_002875.2
cg21466821,147746,36,19,NM_144685.3
cg21468416,10783,36,9,NM_014397.3
cg21472099,94056,36,X,NM_032796.2
cg21472642,1124,36,7,NM_004067.1
cg21474838,3824,36,12,NM_002262.2
cg21475255,1605,36,3,NM_004393.1
cg21475402,63827,36,1,NM_198427.1
cg21476940,55600,36,1,NM_017625.2
cg21478222,2005,36,1,NM_001973.2
cg21478437,1510,36,1,NM_001910.2
cg21478490,5626,36,5,NM_006261.2
cg21480743,5728,36,10,NT_030059.12
cg21481775,4824,36,8,NM_006167.2
cg21484834,5753,36,20,NM_005975.2
cg21484964,56851,36,15,NM_020154.2
cg21486659,81853,36,6,NM_030969.2
cg21486954,10900,36,17,NM_006695.3
cg21487067,9761,36,12,NM_014730.2
cg21487207,3221,36,12,NM_014620.2
cg21488617,7802,36,1,NM_003462.3
cg21489722,171483,36,X,NM_205849.1
cg21489873,81571,36,9,NM_030814.4
cg21491028,5709,36,17,NM_002809.2
cg21491308,83639,36,19,NM_031451.3
cg21492378,11064,36,9,NM_007018.3
cg21493583,9419,36,2,NM_014171.3
cg21493666,51400,36,11,NM_016147.1
cg21494337,79172,36,2,NM_024322.1
cg21494379,,,,
cg21494776,3386,36,19,NM_001544.2
cg21495715,125206,36,17,NM_152351.2
cg21497439,404037,36,19,NM_023002.1
cg21500966,10003,36,11,NM_005467.2
cg21501064,23157,36,X,NM_145799.2
cg21503093,2013,36,16,NM_001424.3
cg21504624,3590,36,9,NM_004512.3
cg21504918,2878,36,5,NM_002084.2
cg21505334,1048,36,19,NM_004363.1
cg21505886,92305,36,4,NM_138385.2
cg21508214,57560,36,3,NM_020800.1
cg21509023,3040,36,16,NM_000517.3
cg21509097,23659,36,16,NM_012320.3
cg21509846,55859,36,X,NM_018476.3
cg21510697,57478,36,16,NM_020718.2
cg21511069,55833,36,9,NM_018449.2
cg21512370,10161,36,13,NM_005767.3
cg21513385,57228,36,12,NM_001031628.1
cg21513553,1292,36,21,NM_001849.2
cg21514871,4210,36,16,NM_000243.1
cg21515243,8780,36,18,NM_003831.2
cg21515329,8243,36,X,NM_006306.2
cg21515744,2987,36,1,NM_000858.4
cg21516287,65999,36,7,NM_023942.1
cg21516384,57714,36,17,NM_020954.2
cg21516478,2878,36,5,NM_002084.2
cg21516819,7102,36,X,NM_004615.2
cg21517055,79173,36,19,NM_024323.3
cg21518208,3891,36,12,NM_002283.2
cg21518938,5932,36,18,NM_002894.2
cg21518947,57010,36,11,NM_145200.2
cg21519900,149954,36,20,NM_182519.1
cg21521452,175,36,4,NM_000027.2
cg21522303,10610,36,17,NM_006456.1
cg21522797,5336,36,16,NM_002661.1
cg21522988,55711,36,12,NM_018099.3
cg21523528,9139,36,20,NM_005093.2
cg21526212,5727,36,9,NM_000264.2
cg21529533,3135,36,6,NM_002127.3
cg21529807,1089,36,19,NM_001817.2
cg21530453,2775,36,16,NM_020988.1
cg21530890,30812,36,16,NM_014587.2
cg21533271,55558,36,X,NM_017514.2
cg21533958,25960,36,8,NM_032777.6
cg21537939,151011,36,2,NM_178584.1
cg21538194,199221,36,3,NM_173543.1
cg21539243,10745,36,1,NM_006608.1
cg21540749,4338,36,5,NM_004531.3
cg21541083,6813,36,19,NM_006949.1
cg21542094,5209,36,10,NM_004566.2
cg21542793,151,36,2,NM_000682.4
cg21544377,283416,36,12,NM_175895.2
cg21545849,84181,36,20,NM_032221.3
cg21546057,9158,36,11,NM_004214.4
cg21546671,3214,36,17,NM_024015.3
cg21547708,6752,36,17,NM_001050.2
cg21547976,6794,36,19,NM_000455.4
cg21548414,53405,36,6,NM_016929.1
cg21548788,10983,36,4,NM_006835.2
cg21549639,10452,36,19,NM_006114.1
cg21549904,51809,36,4,NM_017423.1
cg21550442,163183,36,19,NM_153233.1
cg21550483,10462,36,17,NM_006344.2
cg21552947,10025,36,19,NM_005481.2
cg21553524,130733,36,2,NM_152390.1
cg21553596,54097,36,21,NM_058186.3
cg21554249,6821,36,12,NM_000456.2
cg21554552,11186,36,3,NM_007182.4
cg21557231,4168,36,X,NM_005369.2
cg21559783,158055,36,9,NM_152571.2
cg21561142,7913,36,6,NM_003472.2
cg21561173,114035,36,21,NM_153750.1
cg21565972,201252,36,17,NM_152675.1
cg21566550,659,36,2,NM_001204.5
cg21567017,79135,36,X,NM_024122.2
cg21567332,81532,36,11,NM_053005.2
cg21570220,4891,36,12,NM_000617.1
cg21570468,5933,36,20,NM_183404.1
cg21570818,2527,36,19,NM_002034.2
cg21571665,57862,36,14,NM_021188.1
cg21571937,2535,36,17,NM_001466.2
cg21572316,19,36,9,NM_005502.2
cg21572897,941,36,3,NM_005191.2
cg21572997,4041,36,11,NM_002335.1
cg21573601,5728,36,10,NM_000314.3
cg21574400,9388,36,18,NM_006033.2
cg21574752,26958,36,7,NM_012133.2
cg21575929,147,36,5,NM_000679.3
cg21576698,7388,36,1,NM_006004.1
cg21577049,164781,36,2,NM_178821.1
cg21578207,55182,36,1,NM_018150.2
cg21578541,54106,36,3,NM_017442.2
cg21578906,6527,36,22,NM_014227.1
cg21581873,22874,36,1,NM_014935.2
cg21584430,135,36,22,NM_000675.3
cg21584983,51295,36,19,NM_016581.2
cg21586107,9168,36,2,NM_021103.3
cg21587861,636,36,12,NM_001714.2
cg21588305,4826,36,20,NT_011362.9
cg21589115,27120,36,19,NM_014419.3
cg21589280,23576,36,1,NM_012137.2
cg21591452,284186,36,17,NM_178520.2
cg21591742,3236,36,2,NM_002148.2
cg21593149,,,,
cg21595737,2764,36,14,NM_004124.2
cg21596317,5066,36,5,NM_138766.1
cg21596858,127579,36,1,NM_144622.1
cg21597649,54664,36,7,NM_018374.2
cg21599792,8322,36,11,NM_012193.2
cg21600563,254170,36,14,NM_203301.1
cg21601405,958,36,20,NM_001250.3
cg21602160,8639,36,17,NM_003734.2
cg21602520,596,36,18,NT_025028.13
cg21604042,222663,36,6,NM_152753.2
cg21604615,84958,36,1,NM_032872.1
cg21604803,126129,36,19,NM_152359.1
cg21604856,129025,36,22,NM_080740.3
cg21605986,57179,36,5,NM_020444.2
cg21606237,55014,36,9,NM_017919.1
cg21607066,55023,36,6,NM_017934.4
cg21607649,84435,36,10,NM_032422.1
cg21608116,4799,36,9,NM_002504.3
cg21608192,64131,36,16,NM_022166.2
cg21608489,5452,36,19,NM_002698.1
cg21609430,23344,36,12,NM_015292.1
cg21610192,1783,36,16,NM_006141.2
cg21610516,25902,36,6,NM_015440.3
cg21611708,7053,36,20,NM_003245.2
cg21612046,162972,36,19,NM_153231.2
cg21613754,25953,36,2,NM_015488.3
cg21614231,573,36,9,NM_004323.3
cg21614638,27071,36,4,NM_014395.1
cg21615127,255104,36,1,NM_181719.2
cg21615171,9390,36,3,NM_004256.1
cg21615663,124152,36,16,NM_153208.1
cg21616088,26235,36,6,NM_012160.3
cg21618439,7464,36,9,NM_003389.2
cg21618713,27236,36,4,NM_014447.2
cg21621114,1406,36,19,NM_000554.2
cg21621204,3346,36,4,NM_002159.2
cg21621248,347730,36,2,NM_178839.3
cg21623671,309,36,5,NM_001155.3
cg21624282,122258,36,13,NM_145248.2
cg21624359,2865,36,19,NM_005304.2
cg21624883,64768,36,9,NM_022755.4
cg21625881,2778,36,20,NT_011362.9
cg21626086,221481,36,6,NM_145028.3
cg21627181,10050,36,6,NM_005495.1
cg21628553,2832,36,20,NM_005286.2
cg21629895,1788,36,2,NM_022552.3
cg21631409,222,36,11,NM_000695.3
cg21631754,90332,36,19,NM_138568.2
cg21633208,10019,36,12,NM_005475.1
cg21633698,7070,36,11,NM_006288.2
cg21634602,324,36,5,NM_000038.3
cg21636577,37,36,17,NM_000018.2
cg21636748,84725,36,7,NM_032639.2
cg21637033,7004,36,12,NM_003213.2
cg21638219,26061,36,3,NM_012260.1
cg21639401,388387,36,17,NM_207388.1
cg21639968,9040,36,19,NM_003969.2
cg21640749,146722,36,17,NM_139018.2
cg21642076,84222,36,22,NM_032262.1
cg21642649,94104,36,21,NM_058191.2
cg21643045,6364,36,2,NM_004591.1
cg21643191,340273,36,7,NM_178559.3
cg21643361,7694,36,19,NM_003436.2
cg21643860,64852,36,11,NM_022830.1
cg21644628,55027,36,16,NM_182922.1
cg21644826,6296,36,16,NM_005622.3
cg21649520,5375,36,8,NM_002677.3
cg21650900,10123,36,2,NM_005737.3
cg21651436,4296,36,11,NM_002419.3
cg21652012,2568,36,5,NM_014211.1
cg21652958,7058,36,6,NM_003247.2
cg21655480,257240,36,X,NM_153270.1
cg21655693,8189,36,19,NM_004819.1
cg21655790,3953,36,1,NM_001003679.1
cg21656748,950,36,4,NM_005506.2
cg21657816,10229,36,16,NM_016138.3
cg21658946,64146,36,16,NM_022341.1
cg21660130,1188,36,1,NM_000085.1
cg21660392,10351,36,17,NM_007168.2
cg21660424,79711,36,14,NM_024658.3
cg21660687,2735,36,12,NM_005269.1
cg21660727,10336,36,4,NM_006315.4
cg21663122,8345,36,6,NM_003524.2
cg21663431,57153,36,19,NM_020428.2
cg21663580,5754,36,6,NM_152880.2
cg21663722,284800,36,20,NM_182583.1
cg21664310,25804,36,19,NM_012321.2
cg21664828,7707,36,3,NM_021964.1
cg21665000,93649,36,17,NM_153604.1
cg21665774,9710,36,19,NM_014686.2
cg21666217,51592,36,1,NM_015906.3
cg21666675,131474,36,3,NM_144636.1
cg21667836,56341,36,12,NM_019854.3
cg21667943,84324,36,12,NM_033082.1
cg21669679,1630,36,18,NM_005215.1
cg21671476,10398,36,20,NM_006097.3
cg21672276,91392,36,3,NM_033210.3
cg21673646,90525,36,15,NM_138356.1
cg21674595,121273,36,12,NM_152319.2
cg21675030,55347,36,3,NM_018394.1
cg21678388,117608,36,5,NM_058230.1
cg21680178,63906,36,1,NM_022078.1
cg21680717,10270,36,19,NM_005858.2
cg21681756,4722,36,11,NM_004551.1
cg21682382,55116,36,1,NM_018056.1
cg21682826,9709,36,16,NM_014685.2
cg21682902,3034,36,12,NM_002108.2
cg21684385,8504,36,6,NM_003630.1
cg21685266,1962,36,3,NM_001966.2
cg21685427,10110,36,20,NM_016276.3
cg21685565,2768,36,7,NM_007353.2
cg21686523,57117,36,4,NM_020395.2
cg21686900,9802,36,12,NM_014764.2
cg21686987,1504,36,16,NM_001906.3
cg21688264,9892,36,6,NM_014841.1
cg21688707,58478,36,4,NM_021204.1
cg21690806,23315,36,20,NM_015266.1
cg21690892,2979,36,6,NM_002098.3
cg21692936,6520,36,11,NM_001012661.1
cg21693321,9968,36,X,NM_005120.1
cg21693780,1653,36,2,NM_004939.1
cg21694349,26261,36,7,NM_012172.2
cg21695020,64180,36,16,NM_022357.1
cg21696393,30812,36,16,NM_014587.2
cg21697134,64122,36,17,NM_022158.2
cg21697779,65991,36,X,NM_023934.3
cg21698790,8739,36,12,NM_003806.1
cg21700070,4849,36,19,NM_014516.2
cg21700166,8111,36,14,NM_003485.3
cg21703138,5515,36,5,NM_002715.2
cg21703572,6634,36,22,NM_004175.3
cg21705120,7326,36,17,NM_003342.4
cg21706946,55287,36,3,NM_018306.2
cg21707816,9941,36,3,NM_005107.1
cg21709140,26003,36,2,NM_015530.3
cg21710060,6011,36,13,NM_002929.2
cg21712678,23264,36,22,NM_017590.4
cg21712685,389383,36,6,NM_207409.1
cg21713257,2110,36,4,NM_004453.1
cg21713812,10657,36,1,NM_006559.1
cg21715963,148523,36,1,NM_144697.2
cg21716693,57699,36,6,NM_020939.1
cg21717724,5711,36,9,NM_005047.2
cg21718857,10683,36,19,NM_016941.2
cg21721126,9694,36,8,NM_014673.2
cg21721155,3033,36,4,NM_005327.1
cg21721865,51569,36,13,NM_016617.1
cg21722058,10733,36,4,NM_014264.2
cg21722680,29110,36,12,NM_013254.2
cg21723486,8626,36,3,NM_003722.3
cg21727574,7696,36,19,NM_003438.1
cg21728447,8659,36,1,NM_003748.2
cg21729186,8365,36,6,NM_003543.3
cg21730067,284695,36,1,NM_181781.2
cg21731286,80834,36,1,NM_152232.1
cg21732383,7058,36,6,NM_003247.2
cg21736205,30816,36,7,NM_014590.3
cg21736592,27128,36,22,NM_013385.2
cg21740204,23137,36,9,NM_015110.1
cg21742836,5531,36,16,NM_002720.1
cg21743569,7376,36,19,NM_007121.2
cg21743649,4928,36,11,NM_139131.2
cg21743830,6370,36,19,NM_005624.2
cg21745164,63928,36,16,NM_022097.1
cg21745320,23293,36,17,NM_017575.3
cg21746459,54534,36,9,NM_019051.1
cg21746887,8321,36,7,NM_003505.1
cg21747271,9049,36,11,NM_003977.1
cg21750545,23142,36,4,NM_015115.1
cg21750589,64288,36,6,NM_030899.2
cg21750602,55844,36,10,NM_018461.2
cg21750887,57094,36,8,NM_020361.2
cg21751787,10960,36,5,NM_006816.1
cg21753834,158248,36,9,NM_144965.1
cg21754343,26239,36,1,NM_014357.3
cg21755709,85006,36,21,NM_032920.1
cg21756353,1725,36,19,NM_013406.1
cg21759080,6811,36,11,NM_003164.2
cg21762107,140825,36,20,NM_080749.2
cg21762589,664,36,10,NM_004052.2
cg21765730,50508,36,6,NM_015718.1
cg21768899,387882,36,12,NM_207376.1
cg21769943,5292,36,6,NM_002648.2
cg21769969,28962,36,6,NM_014028.3
cg21770145,5833,36,17,NM_002861.1
cg21770617,131177,36,3,NM_138805.2
cg21771250,113828,36,22,NM_138435.1
cg21772838,1477,36,20,NM_001033521.1
cg21774863,9364,36,4,NM_004249.1
cg21781546,7701,36,2,NM_005081.2
cg21783004,3950,36,5,NM_002302.2
cg21784498,27346,36,17,NM_014573.1
cg21784940,29803,36,7,NM_013400.1
cg21785260,27013,36,2,NM_015680.3
cg21785307,9765,36,5,NM_014733.2
cg21785536,285203,36,3,NM_173654.1
cg21787206,5715,36,12,NM_002813.4
cg21787280,283579,36,14,NM_174943.2
cg21787291,154215,36,6,NM_153355.2
cg21788470,5744,36,12,NM_002820.2
cg21789545,1297,36,6,NM_078485.2
cg21790626,7710,36,19,NM_003444.1
cg21792432,25913,36,7,NM_015450.1
cg21792737,50508,36,6,NM_015718.1
cg21794225,5587,36,14,NM_002742.1
cg21795497,79864,36,11,NM_024806.2
cg21796234,285343,36,3,NM_173826.1
cg21796825,10329,36,12,NM_014254.1
cg21800088,5431,36,4,NM_000938.1
cg21800439,6773,36,12,NM_005419.2
cg21801378,60677,36,15,NM_052840.3
cg21802726,55741,36,20,NM_018217.1
cg21803417,4552,36,5,NM_024010.1
cg21803680,92691,36,2,NM_138390.2
cg21804822,220064,36,11,NM_153451.2
cg21804950,8897,36,22,NM_021090.2
cg21807589,1536,36,X,NM_000397.2
cg21808053,9077,36,1,NT_032977.8
cg21815667,3234,36,2,NM_019558.2
cg21816539,2897,36,21,NM_000830.3
cg21817450,55068,36,13,NM_017993.1
cg21818252,10427,36,4,NM_006323.1
cg21820677,2555,36,4,NM_000807.1
cg21820890,84647,36,10,NM_032562.2
cg21824213,57082,36,15,NM_170589.2
cg21824902,23038,36,1,NM_015023.2
cg21825027,26751,36,2,NM_015677.1
cg21825364,9084,36,Y,NM_004679.2
cg21828898,79876,36,3,NM_024818.2
cg21829265,26036,36,6,NM_001031623.1
cg21830413,9559,36,10,NM_004896.2
cg21831174,5648,36,3,NM_001879.4
cg21832150,84069,36,1,NM_032129.1
cg21832243,7267,36,21,NM_003316.3
cg21833459,374393,36,11,NM_198947.1
cg21835622,1809,36,5,NM_001387.2
cg21835643,11317,36,20,NM_014276.2
cg21836062,1756,36,X,NM_000109.2
cg21837443,55013,36,4,NM_017918.3
cg21838233,22974,36,20,NM_012112.4
cg21838334,10763,36,1,NM_006617.1
cg21839522,968,36,17,NM_001251.1
cg21840599,5062,36,3,NM_002577.3
cg21842274,1393,36,5,NM_001882.3
cg21842478,10481,36,17,NM_006361.4
cg21842664,51719,36,2,NM_016289.2
cg21844038,124402,36,16,NM_145253.1
cg21844956,10475,36,6,NM_006355.2
cg21845297,56914,36,20,NM_020157.2
cg21846488,199834,36,1,NM_178356.1
cg21846903,7448,36,17,NM_000638.2
cg21849289,54987,36,1,NM_017887.1
cg21850069,90933,36,5,NM_033549.3
cg21850239,5436,36,11,NM_002696.1
cg21850254,148268,36,19,NM_144694.1
cg21852292,79762,36,1,NM_024709.2
cg21856603,3682,36,17,NM_002208.3
cg21858376,3708,36,3,NM_002222.1
cg21859434,7852,36,2,NM_001008540.1
cg21860846,2002,36,X,NM_005229.2
cg21861211,23503,36,14,NM_015346.2
cg21862373,6187,36,16,NM_002952.3
cg21865006,23174,36,16,NM_015144.1
cg21869055,5655,36,19,NM_002776.3
cg21869532,93134,36,19,NM_152289.1
cg21870662,55720,36,17,NM_018128.4
cg21870668,6638,36,15,NT_026446.13
cg21870884,2848,36,1,NM_005298.2
cg21872129,7803,36,6,NM_003463.3
cg21872391,10285,36,10,NM_005871.2
cg21872393,10627,36,18,NM_006471.2
cg21874193,259294,36,12,NM_176888.1
cg21875234,2935,36,16,NM_002094.1
cg21877855,23421,36,1,NM_014288.3
cg21878918,56901,36,12,NM_020142.3
cg21879981,80314,36,10,NM_025209.2
cg21880328,83992,36,7,NM_033427.1
cg21880903,152831,36,4,NM_175737.2
cg21885525,9255,36,4,NM_004757.2
cg21885650,55171,36,3,NM_018138.1
cg21885995,6730,36,17,NM_014230.2
cg21888438,58526,36,X,NM_021242.3
cg21890738,1534,36,17,NM_001915.3
cg21892409,79096,36,11,NM_024113.3
cg21892708,10130,36,2,NM_005742.2
cg21893220,10592,36,9,NM_006444.1
cg21896452,51002,36,2,NM_016058.1
cg21898046,4245,36,5,NM_002406.2
cg21900416,29946,36,19,NM_013368.2
cg21902119,10493,36,17,NM_006373.2
cg21902327,2251,36,12,NM_020996.1
cg21902346,28992,36,11,NM_014067.2
cg21902544,147381,36,18,NM_182511.2
cg21903324,26256,36,18,NM_012189.2
cg21905630,170825,36,4,NM_133267.1
cg21906716,7161,36,1,NT_004321.17
cg21907579,6910,36,12,NM_080718.1
cg21908116,55227,36,6,NM_025168.1
cg21908259,51303,36,12,NM_016594.1
cg21909391,401105,36,3,NM_207488.1
cg21910663,4597,36,16,NM_002461.1
cg21911019,27201,36,4,NM_080819.2
cg21912203,,,,
cg21912241,91442,36,19,NM_152266.1
cg21912567,10912,36,9,NM_006705.2
cg21913528,,,,
cg21914262,219402,36,13,NM_152912.3
cg21917349,321,36,15,NM_005503.2
cg21918026,54496,36,16,NM_019023.1
cg21918500,7678,36,1,NM_003431.2
cg21919219,276,36,1,NM_001008221.1
cg21921474,126695,36,1,NM_152365.1
cg21922574,81832,36,18,NM_138999.1
cg21922731,8630,36,12,NM_003725.2
cg21922841,9368,36,17,NM_004252.1
cg21925493,84270,36,9,NM_032310.2
cg21926138,128344,36,1,NM_181643.2
cg21926612,5071,36,6,NM_004562.1
cg21927363,203238,36,9,NM_173550.2
cg21927975,387509,36,1,NM_207370.1
cg21929875,23584,36,11,NM_014312.3
cg21929993,55819,36,5,NM_018434.4
cg21930712,284369,36,19,NM_173635.1
cg21931212,113246,36,12,NM_138425.2
cg21932800,93380,36,X,NM_173470.1
cg21932814,1475,36,3,NM_005213.3
cg21934269,6170,36,X,NM_001000.2
cg21935083,10111,36,5,NM_005732.2
cg21935292,2799,36,12,NM_002076.2
cg21937169,435,36,7,NM_001024943.1
cg21937886,9945,36,5,NM_005110.1
cg21939221,79841,36,11,NM_024783.2
cg21939482,84792,36,7,XM_930588.1
cg21942082,134526,36,5,NM_130767.1
cg21942438,285267,36,3,NM_173656.1
cg21942546,83451,36,7,NM_148912.2
cg21942576,60313,36,1,NM_021639.3
cg21943652,204851,36,1,NM_152696.3
cg21944455,2670,36,17,NM_002055.2
cg21944757,55738,36,20,NM_018209.2
cg21946698,8786,36,16,NM_183337.1
cg21948169,80312,36,10,NM_030625.1
cg21948655,4184,36,1,NM_030663.2
cg21948783,7471,36,12,NM_005430.2
cg21949305,135,36,22,NM_000675.3
cg21949781,9050,36,18,NM_024430.2
cg21950493,51184,36,12,NM_016301.2
cg21950518,3572,36,5,NM_002184.2
cg21951612,22808,36,3,NM_012219.2
cg21954346,80004,36,16,NM_024939.2
cg21954994,56655,36,2,NM_019896.2
cg21955402,125170,36,17,NM_139162.2
cg21958034,4485,36,3,NM_020998.2
cg21958798,2977,36,11,NM_000855.1
cg21959619,79581,36,8,NM_024531.3
cg21960110,3050,36,16,NM_005332.2
cg21960882,24150,36,16,NM_015369.1
cg21961766,5639,36,19,NM_000951.1
cg21964481,142680,36,9,NM_080877.1
cg21965997,50632,36,10,NM_015722.2
cg21966410,367,36,X,NT_011669.16
cg21968169,338799,36,12,XR_000910.1
cg21968580,11080,36,1,NM_007034.3
cg21968796,85395,36,21,NM_058190.2
cg21969640,53831,36,12,NM_020370.1
cg21970438,83887,36,6,NM_031949.3
cg21972382,79745,36,2,NM_024692.3
cg21972430,7164,36,6,NM_003287.2
cg21973276,4091,36,15,NM_005585.2
cg21973517,9686,36,3,NM_014667.1
cg21973800,51550,36,14,NM_032630.2
cg21974239,6300,36,22,NM_002969.3
cg21974766,64921,36,7,NM_022900.3
cg21974996,81892,36,14,NM_031210.3
cg21975377,8323,36,8,NM_003506.2
cg21978299,28985,36,X,NM_014060.1
cg21979032,1582,36,3,NM_004391.1
cg21982518,79905,36,16,NM_024847.2
cg21983579,826,36,19,NM_001003962.1
cg21984310,51754,36,9,NM_016446.2
cg21985356,84327,36,5,NM_032367.1
cg21985470,5313,36,1,NM_000298.3
cg21988041,83468,36,12,NM_031302.2
cg21988465,2778,36,20,NT_011362.9
cg21989094,6183,36,19,NM_021107.1
cg21989500,4706,36,16,NM_005003.2
cg21991396,114548,36,1,NM_183395.1
cg21991830,9821,36,8,NM_014781.3
cg21992250,51296,36,11,NM_016582.1
cg21993406,64946,36,5,NM_022909.3
cg21995126,590,36,3,NM_000055.1
cg22001782,607,36,1,NM_004326.2
cg22004151,5528,36,6,NM_006245.2
cg22005565,200172,36,1,NM_144990.2
cg22006386,57828,36,19,NM_021185.3
cg22007326,10959,36,12,NM_006815.2
cg22007439,63951,36,9,NM_022160.1
cg22009138,55914,36,5,NM_001006600.1
